96	99	139
96	104	298
96	104	298
96	96	102
96	101	181
96	100	181
96	97	131
96	96	96
96	96	120
96	97	125
96	103	298
96	104	298
96	98	121
96	97	121
96	101	181
96	101	181
96	96	96
96	97	120
96	99	138
96	96	96
96	105	298
96	98	138
96	107	298
96	100	139
96	97	125
96	98	131
96	99	181
96	110	298
96	96	96
96	96	96
96	96	96
96	96	102
96	100	181
96	96	100
96	96	120
96	97	139
96	104	298
96	97	125
96	98	139
96	98	138
96	98	131
96	99	138
96	103	298
96	101	181
96	97	125
96	105	298
96	97	125
96	98	138
96	96	120
96	98	139
96	99	139
96	99	138
96	99	181
96	99	138
96	98	139
96	100	181
96	96	96
96	105	298
96	98	139
96	96	100
96	97	131
96	96	100
96	97	138
96	96	121
96	103	298
96	97	138
96	96	121
96	98	139
96	105	298
96	98	131
96	96	102
96	97	131
96	98	131
96	108	298
96	104	298
96	103	298
96	98	131
96	96	100
96	96	96
96	99	181
96	97	138
96	98	131
96	103	298
96	96	102
96	99	138
96	97	125
96	100	181
96	96	102
96	96	120
96	96	120
96	99	139
96	97	125
96	96	125
96	97	121
96	100	138
96	96	120
96	105	298
96	97	139
96	96	96
96	98	138
96	98	139
96	97	125
96	96	102
96	96	96
96	103	298
96	98	131
96	102	263
96	100	181
96	105	298
96	99	181
96	98	139
96	103	298
96	101	181
96	100	138
96	98	139
96	96	100
96	96	120
96	96	100
96	100	181
96	99	139
96	98	139
96	98	131
96	98	138
96	97	139
96	96	96
96	99	181
96	97	139
96	98	125
96	96	96
96	99	181
96	96	96
96	103	181
96	96	120
96	96	120
96	96	96
96	97	131
96	98	138
96	97	131
96	103	298
96	100	138
96	103	181
96	99	138
96	100	131
96	104	298
96	103	298
96	97	131
96	99	138
96	104	298
96	97	139
96	99	181
96	99	131
96	97	139
96	97	139
96	100	131
96	99	125
96	96	125
96	102	298
96	96	102
96	100	138
96	105	298
96	98	139
96	98	139
96	96	96
96	96	96
96	96	120
96	96	96
96	97	139
96	97	139
96	96	125
96	101	181
96	99	138
96	100	181
96	107	298
96	97	121
96	110	298
96	99	181
96	97	125
96	98	131
96	96	96
96	96	120
96	100	139
96	103	298
96	109	298
96	97	121
96	101	181
96	97	120
96	98	138
96	99	139
96	96	125
96	96	120
96	96	121
96	97	139
96	99	138
96	100	161
96	101	181
96	98	125
96	96	120
96	96	120
96	97	120
96	103	298
96	106	298
96	103	298
96	96	96
96	98	139
96	99	181
96	99	181
96	104	298
96	102	298
96	111	298
96	100	139
96	108	298
96	97	125
96	98	138
96	98	181
96	96	120
96	97	138
96	103	181
96	97	125
96	98	131
96	99	138
96	97	131
96	96	121
96	96	102
96	96	102
96	106	181
96	102	181
96	97	120
96	96	96
96	96	120
96	98	181
96	101	181
96	98	138
96	99	138
96	96	102
96	98	181
96	98	131
96	100	181
96	96	120
96	99	181
96	96	96
96	96	125
96	98	125
96	96	102
96	100	181
96	100	139
96	104	298
96	99	131
96	96	120
96	96	121
96	100	181
96	99	181
96	97	139
96	99	181
96	96	121
96	96	96
96	96	96
96	97	131
96	96	120
96	97	120
96	100	181
96	96	96
96	98	138
96	102	298
96	98	181
96	96	125
96	97	139
96	98	131
96	98	139
96	97	125
96	97	120
96	96	96
96	96	120
96	96	96
96	96	96
96	96	121
96	96	96
96	96	125
96	96	100
96	96	121
96	102	298
96	96	120
96	103	298
96	105	298
96	96	121
96	96	96
96	97	120
96	97	125
96	96	96
96	102	139
96	106	298
96	96	100
96	96	120
96	98	131
96	96	96
96	101	139
96	103	181
96	99	131
96	101	139
96	102	138
96	98	120
96	98	139
96	96	120
96	98	138
96	98	131
96	104	298
96	104	298
96	100	138
96	98	120
96	97	120
96	100	138
96	99	139
96	98	131
96	99	131
96	105	298
164	431	1063
164	329	588
127	298	1013
130	231	343
91	189	381
91	152	196
87	146	225
87	135	214
87	126	200
87	139	336
87	123	277
87	104	133
87	98	142
87	94	127
87	88	122
87	97	277
87	88	115
87	87	101
87	88	116
87	87	87
87	87	115
87	93	184
87	88	116
87	87	87
87	89	141
87	95	277
87	90	127
87	88	127
87	91	142
87	87	87
87	88	127
87	93	277
87	100	287
87	88	121
87	89	127
87	87	87
87	90	184
87	96	142
87	93	142
87	95	277
87	94	277
87	87	101
87	88	115
87	87	101
87	87	94
87	92	184
87	89	141
87	92	184
87	91	141
87	90	142
87	94	277
87	90	142
87	89	142
87	90	184
87	88	127
87	88	127
87	87	99
87	90	184
87	90	184
87	93	277
87	87	87
87	88	115
87	89	141
87	95	184
87	88	121
87	87	101
87	87	87
87	87	87
87	87	87
87	88	115
87	93	277
87	89	121
87	88	121
87	88	127
87	87	115
87	97	277
87	87	99
87	89	142
87	90	142
87	93	142
87	98	277
87	95	184
87	92	141
87	88	127
87	90	184
87	87	87
87	93	277
87	91	141
87	94	184
87	100	277
87	90	116
87	87	116
87	95	277
87	93	277
87	87	94
87	88	121
87	88	101
87	87	99
87	89	142
87	89	127
87	87	116
87	95	277
87	89	141
87	87	115
87	91	184
87	90	142
87	87	99
87	87	101
87	87	101
87	87	87
87	87	87
87	88	121
87	98	277
87	92	141
87	91	184
87	94	277
87	88	121
87	88	127
87	87	101
87	87	87
87	87	87
87	92	141
87	87	87
87	88	115
87	91	141
87	88	141
87	90	141
87	87	116
87	90	121
87	88	127
87	87	99
87	88	116
87	87	101
87	90	184
87	87	87
87	93	277
87	93	277
87	87	87
87	89	142
87	92	184
87	93	184
87	90	184
87	94	277
87	87	115
87	89	127
87	91	184
87	91	142
87	89	142
87	87	94
87	90	184
87	87	99
87	93	184
87	90	142
87	98	277
87	91	141
87	93	277
87	90	141
87	88	115
87	87	87
87	89	142
87	89	141
87	93	277
87	91	127
87	96	277
87	88	116
87	91	142
87	90	127
87	88	121
87	87	87
87	87	87
87	93	277
87	100	277
87	87	94
87	87	101
87	87	101
87	93	184
87	92	184
87	94	184
87	87	116
87	101	277
87	99	277
87	87	94
87	96	277
87	90	184
87	87	87
87	90	184
87	87	87
87	97	277
87	92	184
87	97	277
87	87	101
87	88	127
87	87	94
87	87	87
87	105	277
87	101	277
87	91	142
87	88	116
87	90	142
87	101	287
87	89	116
87	88	116
87	87	101
87	90	184
87	87	87
87	94	277
87	92	142
87	87	99
87	92	142
87	90	121
87	90	141
87	88	116
87	87	101
87	87	87
87	95	277
87	90	141
87	101	277
87	88	121
87	94	184
87	93	184
87	89	127
87	99	277
87	87	115
87	87	87
87	88	127
87	93	184
87	87	94
87	87	87
87	95	277
87	90	142
87	97	277
87	89	142
87	94	142
87	90	127
87	90	142
87	94	277
87	87	116
87	88	116
87	90	141
87	87	87
87	89	127
87	90	127
87	94	277
87	87	87
87	90	184
87	87	94
87	93	184
87	96	277
87	87	116
87	89	141
87	88	141
87	90	141
87	89	121
87	88	121
87	90	184
87	94	184
87	88	127
87	88	141
87	91	141
87	88	115
87	101	277
87	90	142
87	88	115
87	92	184
87	88	121
87	89	141
87	90	121
87	87	116
87	87	87
87	87	115
87	93	184
87	89	142
87	95	184
87	89	127
87	88	121
87	87	87
87	87	116
87	88	116
87	89	121
87	95	277
87	97	277
87	98	277
87	100	316
87	100	277
87	93	277
87	100	277
87	92	141
87	93	184
87	94	277
87	96	277
87	94	277
87	90	127
87	88	141
87	91	184
87	91	141
87	92	184
87	89	142
87	91	141
87	88	115
87	88	127
87	97	277
87	92	184
87	87	99
87	89	142
87	88	127
87	91	141
87	88	127
87	89	121
87	93	277
87	91	142
87	93	277
87	88	141
87	88	141
87	88	127
87	88	142
87	91	184
87	95	277
87	87	101
87	88	141
87	87	94
87	88	142
87	99	277
87	90	142
87	88	127
87	87	115
87	91	141
87	91	141
87	93	184
87	88	142
87	92	184
87	88	127
87	87	87
87	92	184
87	87	87
87	87	87
87	89	141
87	92	184
87	93	184
87	89	121
87	96	277
87	91	142
87	95	277
87	88	142
87	87	101
87	91	184
87	88	115
87	88	115
87	88	127
87	90	141
87	90	149
87	87	99
87	89	121
87	97	184
87	93	184
87	87	99
87	97	277
87	91	184
87	93	184
87	92	184
87	89	142
87	87	101
87	89	141
87	88	115
87	87	87
87	87	87
87	88	142
87	87	87
87	90	184
87	88	142
87	93	141
87	102	277
87	94	277
87	94	184
87	90	184
87	87	94
87	88	127
87	87	101
87	87	94
87	90	141
87	87	87
87	92	141
87	89	127
87	95	277
87	90	127
87	88	127
87	87	101
87	97	277
87	94	277
87	90	142
87	87	87
87	92	142
87	87	87
87	93	277
87	87	94
87	95	277
87	88	141
87	93	277
87	90	127
87	87	87
87	88	116
87	90	121
87	91	127
87	89	127
87	93	184
87	95	184
87	104	277
87	87	87
87	92	184
87	89	127
87	87	87
87	87	87
87	89	127
87	87	99
87	90	141
87	98	277
87	96	184
87	92	142
87	89	121
87	92	142
87	88	142
87	90	184
87	88	127
87	87	116
87	88	121
87	95	277
87	87	87
87	89	127
87	94	277
87	88	121
87	87	116
87	87	101
87	89	141
87	90	184
87	88	121
87	87	99
87	94	277
87	95	336
87	95	336
87	95	336
87	90	184
87	87	115
87	96	277
87	87	101
87	91	142
87	95	277
87	93	277
87	92	184
87	92	184
87	87	116
87	87	87
87	87	87
87	95	277
87	87	87
87	90	141
87	89	141
87	91	142
87	93	277
87	87	87
87	88	142
87	95	184
87	87	101
87	87	87
87	87	101
87	90	141
87	87	101
87	87	94
87	88	121
87	88	142
87	88	141
87	92	141
87	91	184
87	91	184
87	91	142
87	88	142
87	88	127
87	88	142
87	90	142
87	88	101
87	90	184
87	96	277
87	104	290
87	93	277
87	91	142
87	93	142
87	88	141
87	87	116
87	92	142
87	88	116
87	97	184
87	87	99
87	100	277
87	87	99
87	87	99
87	88	116
87	90	184
87	89	127
87	89	116
87	87	99
87	90	141
87	87	87
127	373	879
127	273	491
152	225	476
142	191	321
112	167	302
112	164	387
142	157	236
140	152	236
140	144	189
140	153	367
140	141	145
140	141	152
140	143	181
140	144	273
140	145	273
100	141	185
100	142	273
100	140	368
100	122	189
100	116	141
100	116	300
100	109	141
100	112	300
100	104	170
100	102	170
100	100	100
100	101	120
100	107	300
100	101	138
100	100	120
100	100	100
100	102	141
96	102	140
96	103	181
96	104	181
96	100	170
96	98	138
96	104	298
96	98	131
96	98	138
96	97	138
96	98	125
96	97	139
96	96	121
96	99	181
96	96	96
96	97	121
96	99	138
96	101	139
96	99	139
96	96	125
96	97	131
96	99	131
96	106	298
96	96	121
96	104	298
96	96	96
96	97	138
96	99	181
96	103	298
96	105	298
96	106	298
96	98	139
96	104	298
96	98	139
96	98	131
96	98	125
96	102	298
96	97	139
96	100	131
96	97	138
96	97	139
96	100	139
96	97	138
96	98	131
96	103	298
96	97	139
96	97	131
96	98	139
96	97	139
96	96	125
96	99	139
96	102	181
96	101	181
96	103	298
96	96	96
96	103	298
96	99	139
96	96	96
96	96	120
96	96	125
96	99	139
96	106	298
96	104	298
96	97	121
96	98	125
96	103	298
96	104	298
96	100	181
96	105	298
96	99	131
96	97	121
96	103	298
96	99	138
96	97	120
96	101	139
96	110	298
96	110	298
96	96	96
96	96	102
96	103	298
96	98	138
96	96	120
96	103	298
96	98	131
96	96	96
96	97	139
96	102	298
96	99	181
96	97	121
96	99	138
96	98	138
96	97	138
96	98	170
96	99	181
96	99	138
96	96	100
96	96	100
96	103	298
96	96	96
96	98	181
96	96	121
96	97	131
96	97	138
96	104	181
91	98	138
91	98	139
91	96	121
91	108	298
91	97	139
91	100	283
91	99	283
91	94	202
91	91	91
91	91	91
91	98	283
91	92	149
91	100	283
91	95	133
91	91	91
91	98	283
91	100	283
91	93	122
91	92	149
91	97	283
91	101	283
91	93	149
91	99	283
91	98	283
91	95	202
91	93	133
91	91	91
91	92	149
91	101	283
91	92	114
91	92	122
91	92	127
91	92	114
91	96	133
91	95	202
91	91	91
91	91	114
91	95	202
91	92	133
91	98	283
91	96	202
91	92	114
91	92	122
91	92	121
91	92	127
91	99	283
91	92	122
91	91	91
91	95	202
91	94	149
91	102	283
91	91	102
91	91	91
91	97	283
91	91	114
91	103	283
91	91	94
91	92	114
91	92	127
91	92	149
91	94	202
91	91	102
91	99	202
91	91	91
91	93	133
91	101	283
91	94	202
91	99	283
91	99	283
91	97	283
91	92	149
91	92	149
91	93	121
91	99	283
91	91	102
91	95	202
91	92	122
91	91	91
91	91	91
91	93	127
91	92	127
91	94	202
91	94	202
91	92	149
91	93	127
91	102	283
91	94	122
91	94	133
91	98	283
91	92	122
91	92	121
91	95	202
91	91	99
91	92	122
91	97	283
91	91	99
91	94	202
91	93	121
91	92	133
91	98	283
91	103	283
91	95	133
91	92	121
91	97	283
91	92	127
91	112	287
91	93	133
91	91	91
91	91	91
91	94	149
91	91	91
91	102	283
91	92	133
91	92	122
91	91	91
91	101	283
91	96	174
91	92	127
91	96	202
91	97	202
91	97	202
91	96	202
91	94	127
91	91	91
91	93	127
91	100	283
91	97	149
91	95	202
91	91	91
91	91	102
91	91	91
91	95	202
91	91	91
91	92	133
91	91	102
91	93	127
91	93	127
91	91	91
91	91	99
91	93	133
91	92	114
91	93	127
91	91	94
91	94	149
91	92	133
91	91	91
91	91	91
91	91	99
91	93	127
91	91	114
91	92	121
91	92	133
91	94	202
91	96	149
91	92	149
91	91	91
91	94	149
91	97	283
91	93	149
91	94	149
91	93	133
91	96	202
91	91	102
91	95	133
91	94	122
91	93	122
91	98	283
91	92	121
91	96	202
91	97	283
91	97	283
91	91	91
91	94	149
91	93	127
91	94	202
91	92	133
91	96	202
91	92	122
91	92	121
91	91	99
91	92	127
91	98	283
91	95	202
91	91	94
91	99	202
91	92	114
91	92	121
91	91	91
91	91	114
91	92	127
91	91	91
91	98	202
91	98	202
91	96	202
91	98	202
91	98	283
91	93	133
91	96	202
91	91	91
91	91	91
91	92	127
91	97	283
91	94	149
91	92	133
91	100	283
91	98	202
91	94	127
91	93	149
91	96	202
91	92	122
91	92	121
91	94	202
91	96	202
91	92	122
91	93	149
91	91	91
91	92	133
91	91	99
91	92	133
91	91	94
91	91	94
91	97	283
91	92	133
91	95	202
91	92	121
91	97	202
91	98	283
91	96	202
91	92	127
91	94	202
91	91	91
91	93	122
91	92	127
91	98	283
91	91	91
91	95	202
91	93	127
91	91	91
91	96	202
91	91	91
91	97	202
91	95	149
91	98	283
91	91	114
91	99	283
91	103	283
91	92	127
91	91	94
91	91	94
91	91	91
91	95	133
91	91	91
91	98	202
91	92	127
91	92	122
91	92	122
91	100	202
91	92	127
91	91	99
91	97	283
91	95	149
91	99	283
91	97	149
91	95	202
91	96	202
91	91	99
91	101	283
91	92	121
91	91	91
91	92	133
91	95	149
91	91	91
91	99	283
91	102	283
91	93	137
91	93	149
91	93	122
91	93	121
91	92	122
91	93	127
91	92	133
91	91	99
91	91	91
91	92	121
91	95	202
91	92	149
91	94	122
91	92	133
91	92	133
91	92	133
91	92	121
91	93	127
91	93	149
91	98	202
91	91	91
91	95	202
91	98	283
91	98	283
91	95	151
91	91	94
91	91	94
91	98	283
91	99	149
91	100	283
91	97	202
91	96	202
91	98	202
91	93	127
91	93	127
91	98	283
91	91	91
91	91	94
91	94	133
91	93	133
91	92	121
91	92	149
91	91	99
91	92	122
91	91	102
91	92	122
91	91	91
91	91	91
91	92	133
91	94	149
91	92	114
91	92	122
91	93	127
91	93	133
91	101	283
91	93	149
91	93	133
91	93	133
91	95	202
91	96	202
91	96	202
91	93	133
91	94	149
91	98	202
91	95	133
91	92	121
91	91	91
91	94	202
91	95	149
91	95	149
91	91	102
91	91	99
91	91	91
91	91	91
91	92	133
91	92	127
91	91	91
91	93	121
91	103	283
91	99	283
91	93	137
91	91	114
91	99	283
91	99	283
91	93	133
91	96	202
91	100	283
91	93	127
91	91	91
91	94	202
91	92	127
